 ,Date,Count,Count_Filtered,Site,Tow,Salinity,Temperature,BioVol,Volume_Filtered,BioVol_Filtered,
Crangon_crangon,7/30/2024,0,0,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Crangonid_larvae,7/30/2024,0,0,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Hippolytid_larvae,7/30/2024,0,0,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Homarus_americanus,7/30/2024,0,0,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Philocheras_sp,7/30/2024,0,0,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Unidentified_decapod_larvae,7/30/2024,0,0,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Unidentified_fish_larvae,7/30/2024,4,0.000004508237932,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Unidentified_crab_zoea,7/30/2024,0,0,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Paralicntnys_dentatus,7/30/2024,0,0,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Eutima_gracilis,7/30/2024,0,0,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Obelia_sp,7/30/2024,41,0.0000462094388,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Sarsia_tubulosa,7/30/2024,0,0,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Rathkea_sp,7/30/2024,0,0,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Barnacle_larvae,7/30/2024,0,0,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Bivalve_larvae,7/30/2024,6,0.000006762356898,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Eggs,7/30/2024,56,0.00006311533104,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Fish_eggs,7/30/2024,120,0.000135247138,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Bivalve_veliger,7/30/2024,0,0,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Gastropod_larvae,7/30/2024,8,0.000009016475863,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Cancer_borealis,7/30/2024,3,0.000003381178449,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Metridia_lucens,7/30/2024,0,0,Ram,700,30.8,16.3,1.5,887264.6166,0.000001690589224,
Gammarus_sp,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Hyperia_galba,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Semibalanus_sp,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Acartia_sp,8/6/2024,18200,0.1775969217,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Calanus_sp,8/6/2024,100,0.0009758072623,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Caligus_sp,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Centropages_hamatus,8/6/2024,38200,0.3727583742,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Centropages_sp,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Centropages_typicus,8/6/2024,13200,0.1288065586,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Copepod_nauplii,8/6/2024,400,0.003903229049,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Tigriopus_sp,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Labidocera_sp,8/6/2024,100,0.0009758072623,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Longipedia_sp,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Oithona_sp,8/6/2024,10100,0.0985565335,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Paracalanus_sp,8/6/2024,7500,0.07318554468,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Psuedocalanus_sp,8/6/2024,1500,0.01463710894,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Parvocalanus_crassirostris,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Temora_longicornis,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Evadne_nordmanni,8/6/2024,4300,0.04195971228,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Podon_polyphemoides,8/6/2024,1400,0.01366130167,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Beroe_sp,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Ctenophore_fragments,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Mnemiopsis_leidyi,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Anapagurus_hyndmanni,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Callianassa_sp,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Carcinus_meanas,8/6/2024,100,0.0009758072623,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Crangon_crangon,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Crangonid_larvae,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Hippolytid_larvae,8/6/2024,100,0.0009758072623,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Homarus_americanus,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Philocheras_sp,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Unidentified_decapod_larvae,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Unidentified_fish_larvae,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Paralicntnys_dentatus,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Eutima_gracilis,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Obelia_sp,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Sarsia_tubulosa,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Rathkea_sp,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Upogebia_sp,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Barnacle_larvae,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Bivalve_larvae,8/6/2024,200,0.001951614525,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Eggs,8/6/2024,100,0.0009758072623,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Fish_eggs,8/6/2024,100,0.0009758072623,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Gastropod_larvae,8/6/2024,1200,0.01170968715,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Bivalve_veliger,8/6/2024,0,0,Ram,200,30.43,17.11,8,102479.2537,0.00007806458099,
Gammarus_sp,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Hyperia_galba,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Semibalanus_sp,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Acartia_sp,8/6/2024,8,0.000006390557603,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Calanus_sp,8/6/2024,8,0.000006390557603,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Caligus_sp,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Centropages_hamatus,8/6/2024,4,0.000003195278802,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Centropages_sp,8/6/2024,2,0.000001597639401,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Centropages_typicus,8/6/2024,2,0.000001597639401,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Copepod_nauplii,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Tigriopus_sp,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Labidocera_sp,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Longipedia_sp,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Oithona_sp,8/6/2024,4,0.000003195278802,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Paracalanus_sp,8/6/2024,6,0.000004792918203,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Psuedocalanus_sp,8/6/2024,10,0.000007988197004,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Temora_longicornis,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Evadne_nordmanni,8/6/2024,24,0.00001917167281,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Podon_polyphemoides,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Beroe_sp,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Ctenophore_fragments,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Mnemiopsis_leidyi,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Anapagurus_hyndmanni,8/6/2024,4,0.000003195278802,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Callianassa_sp,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Carcinus_meanas,8/6/2024,28,0.00002236695161,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Crangon_crangon,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Crangonid_larvae,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Hippolytid_larvae,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Homarus_americanus,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Philocheras_sp,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Unidentified_decapod_larvae,8/6/2024,2,0.000001597639401,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Unidentified_fish_larvae,8/6/2024,4,0.000003195278802,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Unidentified_crab_zoea,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Upogebia_sp,8/6/2024,2,0.000001597639401,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Paralicntnys_dentatus,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Eutima_gracilis,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Obelia_sp,8/6/2024,38,0.00003035514862,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Sarsia_tubulosa,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Rathkea_sp,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Barnacle_larvae,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Bivalve_larvae,8/6/2024,2,0.000001597639401,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Eggs,8/6/2024,124,0.00009905364285,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Fish_eggs,8/6/2024,568,0.0004537295898,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Bivalve_veliger,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Gastropod_larvae,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Cancer_borealis,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Metridia_lucens,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Isopod,8/6/2024,0,0,Ram,700,30.43,17.11,1.4,1251846.943,0.000001118347581,
Gammarus_sp,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Hyperia_galba,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Semibalanus_sp,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Acartia_sp,8/6/2024,10483,0.09157089005,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Calanus_sp,8/6/2024,283,0.002472055889,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Caligus_sp,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Centropages_hamatus,8/6/2024,45333,0.3959919068,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Centropages_sp,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Centropages_typicus,8/6/2024,6800,0.05939922277,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Copepod_nauplii,8/6/2024,283,0.002472055889,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Tigriopus_sp,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Labidocera_sp,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Longipedia_sp,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Oithona_sp,8/6/2024,7083,0.06187127866,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Paracalanus_sp,8/6/2024,4250,0.03712451423,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Psuedocalanus_sp,8/6/2024,1983,0.01732186158,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Parvocalanus_crassirostris,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Temora_longicornis,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Evadne_nordmanni,8/6/2024,14733,0.1286954043,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Podon_polyphemoides,8/6/2024,1133,0.009896958736,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Beroe_sp,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Ctenophore_fragments,8/6/2024,850,0.007424902847,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Mnemiopsis_leidyi,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Anapagurus_hyndmanni,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Callianassa_sp,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Carcinus_meanas,8/6/2024,283,0.002472055889,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Crangon_crangon,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Crangonid_larvae,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Hippolytid_larvae,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Homarus_americanus,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Philocheras_sp,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Unidentified_decapod_larvae,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Unidentified_fish_larvae,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Paralicntnys_dentatus,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Eutima_gracilis,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Obelia_sp,8/6/2024,283,0.002472055889,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Sarsia_tubulosa,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Rathkea_sp,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Upogebia_sp,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Barnacle_larvae,8/6/2024,566,0.004944111778,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Bivalve_larvae,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Eggs,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Fish_eggs,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Gastropod_larvae,8/6/2024,1133,0.009896958736,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Bivalve_veliger,8/6/2024,0,0,Wood,200,30.81,14.82,14,114479.6124,0.0001222925175,
Gammarus_sp,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Hyperia_galba,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Semibalanus_sp,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Acartia_sp,8/6/2024,5,0.000004418316,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Calanus_sp,8/6/2024,2,0.0000017673264,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Caligus_sp,8/6/2024,2,0.0000017673264,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Centropages_hamatus,8/6/2024,6,0.0000053019792,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Centropages_sp,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Centropages_typicus,8/6/2024,1,0.0000008836632001,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Copepod_nauplii,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Tigriopus_sp,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Labidocera_sp,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Longipedia_sp,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Oithona_sp,8/6/2024,1,0.0000008836632001,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Paracalanus_sp,8/6/2024,6,0.0000053019792,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Psuedocalanus_sp,8/6/2024,3,0.0000026509896,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Temora_longicornis,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Evadne_nordmanni,8/6/2024,52,0.0000459504864,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Podon_polyphemoides,8/6/2024,3,0.0000026509896,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Beroe_sp,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Ctenophore_fragments,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Mnemiopsis_leidyi,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Anapagurus_hyndmanni,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Callianassa_sp,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Carcinus_meanas,8/6/2024,7,0.0000061856424,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Crangon_crangon,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Crangonid_larvae,8/6/2024,5,0.000004418316,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Hippolytid_larvae,8/6/2024,9,0.000007952968801,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Homarus_americanus,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Philocheras_sp,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Unidentified_decapod_larvae,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Unidentified_fish_larvae,8/6/2024,9,0.000007952968801,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Unidentified_crab_zoea,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Paralicntnys_dentatus,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Eutima_gracilis,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Obelia_sp,8/6/2024,25,0.00002209158,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Sarsia_tubulosa,8/6/2024,3,0.0000026509896,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Rathkea_sp,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Barnacle_larvae,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Bivalve_larvae,8/6/2024,10,0.000008836632001,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Eggs,8/6/2024,593,0.0005240122776,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Fish_eggs,8/6/2024,1026,0.0009066384433,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Bivalve_veliger,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Gastropod_larvae,8/6/2024,3,0.0000026509896,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Cancer_borealis,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Metridia_lucens,8/6/2024,0,0,Wood,700,30.81,14.82,1.2,1131652.874,0.00000106039584,
Gammarus_sp,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Hyperia_galba,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Semibalanus_sp,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Acartia_sp,8/13/2024,29,0.00003075665638,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Calanus_sp,8/13/2024,9,0.000009545169221,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Caligus_sp,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Centropages_hamatus,8/13/2024,70,0.00007424020505,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Centropages_sp,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Centropages_typicus,8/13/2024,6,0.000006363446147,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Copepod_nauplii,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Tigriopus_sp,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Labidocera_sp,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Longipedia_sp,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Oithona_sp,8/13/2024,5,0.000005302871789,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Paracalanus_sp,8/13/2024,13,0.00001378746665,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Psuedocalanus_sp,8/13/2024,27,0.00002863550766,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Temora_longicornis,8/13/2024,1,0.000001060574358,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Evadne_nordmanni,8/13/2024,9,0.000009545169221,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Podon_polyphemoides,8/13/2024,5,0.000005302871789,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Beroe_sp,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Ctenophore_fragments,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Mnemiopsis_leidyi,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Anapagurus_hyndmanni,8/13/2024,2,0.000002121148716,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Callianassa_sp,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Carcinus_meanas,8/13/2024,126,0.0001336323691,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Crangon_crangon,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Crangonid_larvae,8/13/2024,6,0.000006363446147,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Hippolytid_larvae,8/13/2024,18,0.00001909033844,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Homarus_americanus,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Philocheras_sp,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Unidentified_decapod_larvae,8/13/2024,2,0.000002121148716,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Unidentified_fish_larvae,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Unidentified_crab_zoea,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Paralicntnys_dentatus,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Eutima_gracilis,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Obelia_sp,8/13/2024,8,0.000008484594863,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Sarsia_tubulosa,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Rathkea_sp,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Barnacle_larvae,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Bivalve_larvae,8/13/2024,5,0.000005302871789,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Eggs,8/13/2024,31,0.00003287780509,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Fish_eggs,8/13/2024,58,0.00006151331276,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Bivalve_veliger,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Gastropod_larvae,8/13/2024,29,0.00003075665638,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Cancer_borealis,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Metridia_lucens,8/13/2024,0,0,Ram,700,31,14.02,1,942885.3268,0.000001060574358,
Gammarus_sp,8/13/2024,0,0,Ram,200,31,14.02,1.5,86859.7392,0.00001726922063,
Hyperia_galba,8/13/2024,0,0,Ram,200,31,14.02,1.5,86859.7392,0.00001726922063,
Semibalanus_sp,8/13/2024,0,0,Ram,200,31,14.02,1.5,86859.7392,0.00001726922063,
